Gender,Age,Height,Weight,family_history,FAVC,FCVC,NCP,CAEC,SMOKE,CH2O,SCC,FAF,TUE,CALC,MTRANS
0.0,0.30188303,0.7033528,0.5605037,1.0,1.0,0.46249633333333334,0.75,0.3333333333333333,0.0,0.508856,0.0,0.0,0.3656285,0.3333333333333333,0.75
0.0,0.26684354,0.727814,0.591663445,1.0,1.0,0.6585583333333334,0.75,0.3333333333333333,0.0,0.6789845000000001,0.0,0.23474533333333333,0.0053605,0.3333333333333333,0.5
0.0,0.25846279,0.7090924000000001,0.579140835,1.0,1.0,0.7937213333333334,0.75,0.3333333333333333,0.0,0.5851124999999999,0.0,0.40368266666666663,0.949665,0.3333333333333333,0.5
1.0,0.19726522,0.6033068,0.30552015,0.0,1.0,0.9260263333333333,0.75,0.3333333333333333,0.0,0.3483455,1.0,0.31407999999999997,0.4399625,0.3333333333333333,0.5
1.0,0.32,0.6679999999999999,0.45,1.0,1.0,1.0,0.25,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.0,0.3333333333333333,0.75
1.0,0.21772251,0.6931803999999999,0.66452442,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.40894949999999997,0.0,0.5259413333333333,0.465418,0.3333333333333333,0.5
1.0,0.24023972000000002,0.6398788,0.32404011,0.0,1.0,0.9678483333333333,0.75,0.3333333333333333,0.0,0.2749655,0.0,0.0,0.136941,0.3333333333333333,0.5
1.0,0.43604900999999996,0.6276936,0.40913644,1.0,1.0,0.969951,0.25,0.3333333333333333,0.0,0.5,0.0,0.43628399999999995,0.0,0.0,0.75
1.0,0.21412434000000002,0.6702248,0.60819589,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.24246900000000005,0.0,0.24741666666666665,0.302346,0.3333333333333333,0.5
0.0,0.25542454,0.705286,0.57554065,1.0,1.0,0.7398833333333333,0.75,0.3333333333333333,0.0,0.5827040000000001,0.0,0.43834833333333334,0.3444925,0.3333333333333333,0.5
1.0,0.19950605,0.6108532,0.21,0.0,0.0,0.9084273333333334,0.31495075,0.6666666666666666,0.0,0.0,0.0,0.45822333333333337,0.0,0.3333333333333333,0.5
0.0,0.19920629,0.7073972000000001,0.288951905,1.0,1.0,0.6666666666666666,0.9742695,0.3333333333333333,0.0,0.8113189999999999,0.0,0.6666666666666666,0.9470525,0.0,0.75
0.0,0.17971786,0.7017764,0.42501441999999995,1.0,1.0,0.921923,0.75,0.3333333333333333,0.0,0.9225669999999999,0.0,0.3333333333333333,0.213415,0.3333333333333333,0.5
1.0,0.18233540999999998,0.7169512,0.689298685,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.9194465,0.0,0.663439,0.367934,0.3333333333333333,0.5
0.0,0.23365649000000002,0.7030763999999999,0.476808975,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.5
1.0,0.26,0.6494828,0.525187315,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.776599,0.0,0.0,0.196919,0.3333333333333333,0.5
1.0,0.40951591,0.6168488,0.4,1.0,1.0,0.6666666666666666,0.27640425,0.3333333333333333,0.0,0.1864055,0.0,0.543144,0.0,0.3333333333333333,0.75
1.0,0.38445148,0.6224111999999999,0.388421145,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.22031449999999997,0.0,0.0,0.0,0.3333333333333333,0.75
1.0,0.22,0.692,0.395,1.0,1.0,0.6666666666666666,0.25,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5
1.0,0.41318302,0.6179748,0.38526974,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5452064999999999,0.0,0.0,0.0,0.3333333333333333,0.75
1.0,0.18,0.64,0.29,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,1.0,0.0,1.0,0.0,0.0,0.5
1.0,0.25988668,0.6486684,0.526569835,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.021494499999999972,0.0,0.032371333333333335,0.21477,0.3333333333333333,0.5
0.0,0.25550506,0.709096,0.57127139,1.0,1.0,0.7250920000000001,0.75,0.3333333333333333,0.0,0.5640879999999999,0.0,0.435492,0.039667,0.3333333333333333,0.5
1.0,0.17764764,0.7146239999999999,0.25,0.0,1.0,0.9281546666666666,1.0,0.3333333333333333,0.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.5
1.0,0.19010211000000002,0.6221724,0.220943835,0.0,0.0,0.908095,0.75,0.6666666666666666,0.0,0.0,1.0,0.35677699999999996,0.0,0.3333333333333333,0.5
0.0,0.50832559,0.6982112,0.41065364000000004,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.387389,0.0,0.31442200000000003,0.0,0.0,0.75
1.0,0.21106055999999998,0.6891536,0.46474626999999996,1.0,1.0,0.3880206666666666,0.75,0.3333333333333333,0.0,0.07869749999999998,0.0,0.0,0.1604255,0.3333333333333333,0.5
0.0,0.25758306999999997,0.7066188,0.57729225,1.0,1.0,0.734654,0.75,0.3333333333333333,0.0,0.578435,0.0,0.429807,0.6103835,0.3333333333333333,0.5
0.0,0.30605464,0.7019184,0.594029685,1.0,1.0,0.9691806666666666,0.75,0.3333333333333333,0.0,0.642247,0.0,0.21587733333333334,0.834159,0.3333333333333333,0.75
1.0,0.22226815,0.6436272,0.41892656,1.0,1.0,0.6980613333333333,0.6839265,0.3333333333333333,0.0,0.6289610000000001,0.0,0.7435156666666667,0.0976695,0.0,0.5
0.0,0.21872484,0.6799991999999999,0.47782214,1.0,1.0,0.6666666666666666,0.74266875,0.3333333333333333,0.0,0.5,0.0,0.0,0.084647,0.0,0.5
0.0,0.21333428999999998,0.686618,0.40002904499999997,1.0,1.0,0.6666666666666666,0.695834,0.3333333333333333,0.0,0.5,0.0,0.8455383333333333,0.6032675,0.0,0.5
0.0,0.30958051000000003,0.7627284000000001,0.6442833849999999,1.0,1.0,0.8779516666666667,0.75,0.3333333333333333,0.0,0.3096525,0.0,0.615934,0.212306,0.3333333333333333,0.5
1.0,0.19,0.704,0.39772499000000006,1.0,1.0,0.6666666666666666,0.2866985,0.3333333333333333,0.0,1.0,0.0,0.6032483333333333,0.845051,0.6666666666666666,0.5
1.0,0.26,0.662528,0.55966505,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.8870070000000001,0.0,0.0,0.069209,0.3333333333333333,0.5
0.0,0.19443639000000001,0.6978932,0.43639944999999997,1.0,1.0,0.8141786666666667,0.75,0.3333333333333333,0.0,0.9128145000000001,0.0,1.0,0.0,0.3333333333333333,0.5
1.0,0.22209706,0.6375388,0.220251255,0.0,0.0,1.0,0.7483025,0.6666666666666666,0.0,0.8513915000000001,0.0,0.6557446666666666,0.0,0.0,0.5
1.0,0.20670975,0.6037632,0.324264765,1.0,0.0,0.7646890000000001,0.802377,0.3333333333333333,0.0,0.5,0.0,0.367696,0.6305215,0.0,0.5
1.0,0.17781182999999998,0.64,0.325,1.0,1.0,1.0,0.743376,0.3333333333333333,0.0,0.5,1.0,0.059658666666666665,0.083038,0.3333333333333333,0.5
0.0,0.31457413,0.749628,0.64433722,1.0,1.0,0.9854323333333334,0.75,0.3333333333333333,1.0,0.13754999999999995,0.0,0.3006413333333333,0.9375115,0.3333333333333333,0.75
1.0,0.4,0.6283244,0.31105785999999996,1.0,1.0,0.7511236666666666,0.75,0.3333333333333333,0.0,0.878458,0.0,0.33868066666666663,0.1067185,0.3333333333333333,0.75
0.0,0.29681308,0.6720232,0.449971755,1.0,1.0,0.7015906666666667,0.5940935,0.3333333333333333,0.0,0.6093455000000001,0.0,0.5072800000000001,0.0,0.3333333333333333,0.75
0.0,0.19,0.72,0.3,1.0,1.0,1.0,0.25,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
1.0,0.18907514,0.6599999999999999,0.41009154999999997,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.0,0.0,0.071729,0.5979645,0.0,0.5
1.0,0.32,0.628,0.285,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.75
1.0,0.25954995000000003,0.6370116,0.514372745,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.03720599999999996,0.0,0.002088333333333333,0.4228165,0.3333333333333333,0.5
1.0,0.33,0.624,0.24,1.0,0.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,0.3333333333333333,0.5
0.0,0.35719457,0.6743788000000001,0.416629,1.0,1.0,0.6666666666666666,0.2523565,0.3333333333333333,0.0,0.5681989999999999,0.0,0.35344966666666666,0.0,0.0,0.75
1.0,0.19,0.6559999999999999,0.265,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.5,0.0,0.5
0.0,0.1630687,0.701102,0.25,0.0,1.0,0.7701410000000001,0.88965925,0.3333333333333333,0.0,0.39392150000000004,0.0,0.6421973333333334,0.4142745,0.3333333333333333,0.5
1.0,0.26,0.6498304,0.554015585,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.8524134999999999,0.0,0.0,0.1347885,0.3333333333333333,0.5
0.0,0.24679807,0.6799999999999999,0.42343777000000005,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5102120000000001,0.0,0.0,0.5,0.3333333333333333,0.5
1.0,0.22,0.6759999999999999,0.325,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5
0.0,0.17412629,0.6892764,0.48675183,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.0,0.4658605,0.0,0.5
1.0,0.20590046,0.6945104,0.6546356900000001,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.426346,0.0,0.48787,0.481168,0.3333333333333333,0.5
0.0,0.2,0.704,0.275,1.0,1.0,0.6666666666666666,1.0,0.3333333333333333,0.0,1.0,0.0,0.6666666666666666,1.0,0.0,0.5
0.0,0.1706713,0.7586936,0.29947526,1.0,1.0,0.9473673333333333,0.8354375,0.3333333333333333,0.0,0.5,0.0,0.8370523333333333,0.2801755,0.0,0.75
0.0,0.30722801,0.71173,0.60375828,1.0,1.0,0.8398639999999999,0.75,0.3333333333333333,0.0,0.6145725,0.0,0.11690566666666667,0.570174,0.3333333333333333,0.75
1.0,0.25524336000000003,0.6675724,0.52384159,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.21830799999999995,0.0,0.05569533333333334,0.3823585,0.3333333333333333,0.5
0.0,0.22829753,0.7060548,0.58334953,1.0,1.0,0.4942406666666667,0.75,0.3333333333333333,0.0,0.5,0.0,0.37083466666666665,0.3451765,0.3333333333333333,0.5
0.0,0.24,0.736,0.43,1.0,1.0,0.6666666666666666,0.25,1.0,0.0,0.5,0.0,0.6666666666666666,0.5,0.3333333333333333,0.5
0.0,0.19799054000000002,0.6974808,0.274637645,1.0,1.0,0.6666666666666666,0.822315,0.3333333333333333,0.0,0.923632,0.0,0.5602813333333333,1.0,0.3333333333333333,0.5
1.0,0.19,0.612644,0.21,0.0,1.0,0.9164226666666666,0.34863475,0.6666666666666666,0.0,0.16102399999999994,0.0,0.15464966666666666,0.4004965,0.3333333333333333,0.5
0.0,0.24347414,0.7156772,0.44696794500000003,1.0,1.0,0.5072013333333333,0.543742,0.3333333333333333,0.0,0.5,0.0,0.0,0.3162335,0.3333333333333333,0.5
0.0,0.28986237,0.7034472,0.567507745,1.0,1.0,0.7734003333333334,0.75,0.3333333333333333,0.0,0.582392,0.0,0.0,0.7327395,0.3333333333333333,0.75
0.0,0.22582370999999998,0.7012324,0.476345445,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,1.0,0.0,1.0,1.0,0.0,0.5
0.0,0.25955361,0.7321536,0.527396565,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.7401385,0.0,0.5989263333333333,0.798281,0.3333333333333333,0.5
1.0,0.23,0.6725256,0.40018601,1.0,1.0,0.6666666666666666,0.7449,0.3333333333333333,0.0,0.48221749999999997,0.0,0.063319,0.86608,0.0,0.5
1.0,0.21282238,0.6995804,0.668312915,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.6239895,0.0,0.5366460000000001,0.424618,0.3333333333333333,0.5
1.0,0.19,0.6519999999999999,0.38,1.0,0.0,1.0,0.75,0.6666666666666666,1.0,1.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.75
0.0,0.27394123,0.7056552,0.5616160649999999,1.0,1.0,0.641544,0.75,0.3333333333333333,0.0,0.5032975,0.0,0.05893333333333334,0.255847,0.3333333333333333,0.75
1.0,0.19735968,0.6799824,0.24991485000000002,0.0,1.0,0.40161833333333335,0.8827595,0.3333333333333333,0.0,0.06732899999999997,0.0,0.6666666666666666,0.5,0.3333333333333333,0.5
0.0,0.23,0.6806336,0.375467845,1.0,1.0,1.0,0.80125225,0.3333333333333333,0.0,0.821734,0.0,0.33267966666666665,0.9490695,0.3333333333333333,0.5
1.0,0.20225396,0.6202592,0.22320898,0.0,1.0,1.0,0.71444675,0.6666666666666666,0.0,0.0,0.0,0.2515486666666667,0.0,0.3333333333333333,0.5
1.0,0.18063582,0.65347,0.412297885,1.0,1.0,0.9738586666666667,0.75,0.3333333333333333,0.0,0.0018179999999999863,0.0,0.333409,0.452798,0.0,0.5
1.0,0.21962426000000002,0.628824,0.219599175,0.0,0.0,1.0,0.400203,0.6666666666666666,0.0,0.825629,0.0,0.20027233333333336,0.0,0.0,0.5
0.0,0.23,0.6679999999999999,0.4275,1.0,1.0,0.6666666666666666,0.75,1.0,0.0,0.5,0.0,0.0,0.5,0.0,0.5
1.0,0.25816445,0.6736328,0.52296186,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.14771800000000002,0.0,0.09402100000000001,0.464678,0.3333333333333333,0.5
0.0,0.29740496,0.7281884,0.43834414000000005,0.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.08730550000000004,0.0,0.6666666666666666,0.0,0.0,0.75
1.0,0.25992348,0.6425896,0.524771455,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.6655614999999999,0.0,0.021127666666666666,0.2808305,0.3333333333333333,0.5
0.0,0.21,0.72,0.375,1.0,1.0,1.0,0.75,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.0,0.3333333333333333,0.5
1.0,0.18078256,0.6491996,0.41201538,1.0,1.0,0.780135,0.75,0.3333333333333333,0.0,0.32762250000000004,0.0,0.335628,0.2742695,0.0,0.5
1.0,0.26,0.6525328,0.559149785,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.7798750000000001,0.0,0.0,0.1186535,0.3333333333333333,0.5
0.0,0.23,0.6599999999999999,0.2925,1.0,0.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.5
0.0,0.23147644,0.7262056,0.60168832,1.0,1.0,0.9989056666666666,0.6978415,0.3333333333333333,0.0,0.8131545,0.0,0.39829933333333334,0.0174485,0.3333333333333333,0.5
1.0,0.1921164,0.6271924,0.20967184,0.0,1.0,0.6903213333333333,0.25,0.3333333333333333,0.0,0.33848750000000005,0.0,0.0,0.8592565,0.3333333333333333,0.5
1.0,0.17,0.72,0.25,0.0,1.0,1.0,1.0,0.6666666666666666,0.0,0.0,0.0,0.6666666666666666,0.5,0.3333333333333333,0.5
0.0,0.22,0.6559999999999999,0.265,0.0,0.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,1.0,0.0,0.3333333333333333,0.5
0.0,0.21384259,0.7122716,0.44833703,1.0,1.0,0.5935819999999999,0.36776325,0.3333333333333333,0.0,0.5,0.0,0.155854,0.284334,0.3333333333333333,0.5
1.0,0.22846357,0.7029768,0.66682547,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.924185,0.0,0.40201966666666666,0.383334,0.3333333333333333,0.5
0.0,0.21808159,0.6599999999999999,0.4,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.2755363333333333,1.0,0.0,0.5
1.0,0.21232659,0.6879652,0.657837405,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.325731,0.0,0.5519976666666667,0.469991,0.3333333333333333,0.5
0.0,0.23,0.7,0.345,0.0,0.0,1.0,0.75,0.0,0.0,0.5,0.0,0.6666666666666666,0.5,0.3333333333333333,0.75
0.0,0.45,0.6799999999999999,0.43,0.0,1.0,1.0,0.75,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.75
0.0,0.25478662,0.743306,0.58787285,1.0,1.0,0.6761903333333333,0.75,0.3333333333333333,0.0,0.7652140000000001,0.0,0.4375233333333333,0.0334025,0.3333333333333333,0.5
1.0,0.17,0.624,0.255,0.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.0,0.0,0.0,1.0,0.0,0.5
1.0,0.21394047,0.7171732000000001,0.68916207,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.8414545,0.0,0.439581,0.4502485,0.3333333333333333,0.5
1.0,0.22,0.6599999999999999,0.325,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.0,0.5,1.0,0.3333333333333333,0.0,0.0,0.75
0.0,0.21624552000000002,0.7160604,0.53160343,1.0,1.0,0.8302586666666666,0.75,0.3333333333333333,0.0,0.8272584999999999,0.0,0.037484666666666666,0.3781695,0.3333333333333333,0.5
1.0,0.37955371,0.6242592,0.4,1.0,1.0,0.9488173333333334,0.28482925,0.3333333333333333,0.0,0.2297555,0.0,0.57269,0.0,0.3333333333333333,0.75
1.0,0.2595774,0.649656,0.511167225,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.033858000000000055,0.0,0.010180333333333333,0.5,0.3333333333333333,0.5
1.0,0.18871917,0.7021016,0.4,1.0,1.0,0.6666666666666666,0.27380575,0.3333333333333333,0.0,0.737066,0.0,0.9588986666666667,0.39695,0.0,0.5
1.0,0.18771000999999998,0.6986608000000001,0.669000645,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.934617,0.0,0.4886436666666667,0.313943,0.3333333333333333,0.5
1.0,0.26,0.640362,0.55037473,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.7775945,0.0,0.0,0.2314865,0.3333333333333333,0.5
1.0,0.24291205000000002,0.684584,0.566864255,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.898447,0.0,0.12739633333333333,0.083895,0.3333333333333333,0.5
1.0,0.2167315,0.6,0.31826165,1.0,0.0,0.6666666666666666,0.368709,0.3333333333333333,0.0,0.5,0.0,0.09161266666666668,0.306951,0.0,0.5
0.0,0.37056193,0.70006,0.591032825,1.0,1.0,0.6976100000000001,0.75,0.3333333333333333,0.0,0.5388520000000001,0.0,0.19955166666666668,0.0,0.3333333333333333,0.75
0.0,0.3156724,0.7013308,0.59132845,1.0,1.0,0.7442786666666666,0.75,0.3333333333333333,0.0,0.573199,0.0,0.29560566666666666,0.238935,0.3333333333333333,0.75
0.0,0.19,0.696,0.37,1.0,0.0,1.0,0.25,0.3333333333333333,0.0,1.0,0.0,1.0,0.5,0.3333333333333333,0.0
0.0,0.18,0.688,0.265,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.5
0.0,0.1997166,0.7290292,0.42542181999999995,1.0,1.0,0.998533,0.77391575,0.3333333333333333,0.0,0.7840784999999999,0.0,0.9081,0.1652285,0.3333333333333333,0.5
0.0,0.22988004,0.7233080000000001,0.456816465,1.0,1.0,0.654655,0.4590565,0.3333333333333333,0.0,0.427685,0.0,0.0,0.8338725,0.3333333333333333,0.5
1.0,0.38464538,0.6785692,0.394839595,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.990802,0.0,0.0,0.0,0.0,0.75
0.0,0.23254934,0.739012,0.61031305,1.0,1.0,1.0,0.57013625,0.3333333333333333,0.0,0.29579849999999996,0.0,0.31092766666666666,0.0,0.3333333333333333,0.5
0.0,0.26,0.764,0.42,1.0,1.0,1.0,0.75,0.6666666666666666,1.0,0.5,0.0,0.6666666666666666,1.0,0.6666666666666666,0.5
0.0,0.23603190999999998,0.6858032,0.425685565,1.0,1.0,0.7732586666666666,0.721212,0.3333333333333333,0.0,0.5774490000000001,0.0,0.10851133333333333,0.477108,0.3333333333333333,0.5
1.0,0.22667596,0.6875756,0.37975736,1.0,1.0,0.6666666666666666,0.75,0.6666666666666666,0.0,0.5,0.0,0.0,1.0,0.3333333333333333,0.5
0.0,0.19,0.728,0.435,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.0,0.5
1.0,0.21635977,0.6992423999999999,0.666295165,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.4655815,0.0,0.5207376666666667,0.4632825,0.3333333333333333,0.5
1.0,0.18532826,0.700364,0.712725915,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.686029,0.0,0.44160166666666667,0.4353975,0.3333333333333333,0.5
0.0,0.19,0.6759999999999999,0.3,0.0,1.0,0.6666666666666666,0.75,1.0,0.0,0.0,0.0,0.3333333333333333,0.5,0.3333333333333333,0.5
1.0,0.19993565,0.7171331999999999,0.76217815,1.0,1.0,1.0,0.75,0.3333333333333333,0.0,0.6825939999999999,0.0,0.41870500000000005,0.3800455,0.3333333333333333,0.5
0.0,0.23,0.6719999999999999,0.31,0.0,0.0,0.6666666666666666,1.0,0.6666666666666666,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.75
0.0,0.3908886,0.7,0.595145515,1.0,1.0,0.9008189999999999,0.75,0.3333333333333333,0.0,0.502597,0.0,0.10843766666666667,0.2095275,0.3333333333333333,0.75
1.0,0.21125098,0.7069916,0.281329795,1.0,1.0,0.7904460000000001,0.9996915,0.6666666666666666,0.0,0.6317330000000001,0.0,0.6666666666666666,0.422002,0.0,0.5
0.0,0.20242237,0.7025319999999999,0.272836715,1.0,1.0,0.6666666666666666,0.9963125,0.3333333333333333,0.0,0.8270390000000001,0.0,0.7043836666666666,1.0,0.0,0.5
1.0,0.21,0.688,0.3325,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.5
1.0,0.19,0.644,0.31,1.0,1.0,1.0,0.25,0.6666666666666666,0.0,0.5,0.0,0.3333333333333333,0.0,0.6666666666666666,0.5
0.0,0.20534089000000003,0.7445432000000001,0.5769896,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,1.0,0.0,0.329197,0.9572655,0.3333333333333333,0.5
0.0,0.31630054,0.668682,0.45,1.0,1.0,0.822334,0.462772,0.3333333333333333,0.0,0.552027,0.0,0.663855,0.0,0.3333333333333333,0.75
0.0,0.29216019,0.700906,0.44048031000000004,1.0,1.0,0.6666666666666666,0.473596,0.3333333333333333,0.0,0.5,0.0,0.0,0.0,0.3333333333333333,0.5
1.0,0.38,0.6559999999999999,0.299,1.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.6666666666666666,0.0,0.0,0.5
0.0,0.5524625000000001,0.7077076,0.402456695,0.0,1.0,0.6666666666666666,0.75,0.3333333333333333,0.0,0.5,0.0,0.3333333333333333,0.0,0.0,0.75
0.0,0.19556729,0.7070252,0.28153509499999996,1.0,1.0,0.7876393333333334,1.0,0.3333333333333333,0.0,0.6790860000000001,0.0,0.6666666666666666,0.4699095,0.0,0.75
0.0,0.24920362000000001,0.718566,0.60494227,1.0,1.0,0.8252973333333333,0.75,0.3333333333333333,0.0,0.9746779999999999,0.0,0.6222796666666667,0.050024,0.3333333333333333,0.5
